model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,3297.66,0.002035,15.126040,27021.066
MISC_3,512,512,96,1,1048.75,0.000048,14.114010,27628.440
MISC_3,512,96,512,1,912.73,0.000055,31.334850,39523.149
MISC_3,512,10240,2560,1,3403.23,0.007888,28.176340,34777.068
MISC_3,512,2560,10240,1,3378.60,0.007945,32.676040,39378.687
