model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,358.43,0.018723,18.285060,8580.400
MISC_3,512,512,96,1,306.45,0.000164,4.556910,7501.811
MISC_3,512,96,512,1,309.09,0.000163,4.670460,7721.736
MISC_3,512,10240,2560,1,359.94,0.074577,68.761060,10038.394
MISC_3,512,2560,10240,1,383.55,0.069987,50.526190,7882.974
