model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,419.85,0.015984,16.291330,9261.158
MISC_3,512,512,96,1,358.01,0.000141,4.257530,8091.592
MISC_3,512,96,512,1,359.52,0.000140,4.971530,8468.007
MISC_3,512,10240,2560,1,421.95,0.063617,62.667050,10786.892
MISC_3,512,2560,10240,1,450.28,0.059615,45.883590,8544.149
