model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,576.60,0.011639,17.862620,12987.706
MISC_3,512,512,96,1,601.66,0.000084,4.985750,10788.261
MISC_3,512,96,512,1,599.51,0.000084,6.200790,11552.410
MISC_3,512,10240,2560,1,508.87,0.052751,70.928670,15028.722
MISC_3,512,2560,10240,1,778.07,0.034500,48.069610,14522.425
