model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,81.63,0.082213,37.341110,4865.215
MISC_3,512,512,96,1,67.77,0.000743,1.980380,3943.155
MISC_3,512,96,512,1,67.84,0.000742,1.703480,3889.994
MISC_3,512,10240,2560,1,81.70,0.328546,147.092590,5073.901
MISC_3,512,2560,10240,1,85.34,0.314561,69.719880,3694.853
