model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,215.45,0.031148,22.418210,6898.824
MISC_3,512,512,96,1,186.07,0.000270,3.680970,5858.081
MISC_3,512,96,512,1,187.73,0.000268,4.191540,6564.343
MISC_3,512,10240,2560,1,216.13,0.124199,84.278690,7544.831
MISC_3,512,2560,10240,1,230.04,0.116690,64.339840,6087.387
