model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,286.85,0.023395,19.249150,7840.718
MISC_3,512,512,96,1,247.66,0.000203,4.687570,6988.369
MISC_3,512,96,512,1,249.59,0.000202,4.789290,7359.625
MISC_3,512,10240,2560,1,288.01,0.093202,73.897140,8828.769
MISC_3,512,2560,10240,1,306.87,0.087476,55.181590,6940.898
