model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,615.87,0.010897,16.489830,12044.589
MISC_3,512,512,96,1,527.33,0.000095,4.153490,9519.629
MISC_3,512,96,512,1,522.09,0.000096,4.598310,9610.527
MISC_3,512,10240,2560,1,576.83,0.046536,63.629490,14796.439
MISC_3,512,2560,10240,1,671.44,0.039979,45.106000,11995.923
