model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,574.89,0.011673,9.002150,10336.791
MISC_3,512,512,96,1,615.99,0.000082,7.140970,11934.798
MISC_3,512,96,512,1,588.37,0.000086,17.710850,14288.122
MISC_3,512,10240,2560,1,498.87,0.053809,13.137370,13008.807
MISC_3,512,2560,10240,1,753.81,0.035611,12.649280,12515.315
