model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,113.08,0.059347,44.467590,7796.646
MISC_3,512,512,96,1,94.42,0.000533,4.874820,7270.883
MISC_3,512,96,512,1,63.06,0.000798,4.510090,7282.961
MISC_3,512,10240,2560,1,108.96,0.246363,157.975020,7867.256
MISC_3,512,2560,10240,1,114.95,0.233520,153.127830,8025.561
