model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,1326.90,0.005058,32.357250,32438.621
MISC_3,512,512,96,1,1044.13,0.000048,5.376670,18545.364
MISC_3,512,96,512,1,653.92,0.000077,8.837460,19330.749
MISC_3,512,10240,2560,1,1255.59,0.021379,72.915070,38177.093
MISC_3,512,2560,10240,1,1313.81,0.020432,75.137400,41285.093
