model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,1278.10,0.005251,31.064810,30767.911
MISC_3,512,512,96,1,1014.47,0.000050,6.582410,18464.731
MISC_3,512,96,512,1,636.41,0.000079,9.072310,18850.985
MISC_3,512,10240,2560,1,1228.80,0.021845,71.305090,36566.713
MISC_3,512,2560,10240,1,1297.88,0.020683,72.607870,39247.497
