model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,515.28,0.013024,17.927940,13017.677
MISC_3,512,512,96,1,422.70,0.000119,3.758060,9784.583
MISC_3,512,96,512,1,278.38,0.000181,5.526880,10370.274
MISC_3,512,10240,2560,1,494.13,0.054325,69.240850,15084.988
MISC_3,512,2560,10240,1,523.53,0.051274,63.380260,14570.175
