model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,1191.48,0.005632,27.564480,26889.796
MISC_3,512,512,96,1,944.32,0.000053,4.978590,15722.086
MISC_3,512,96,512,1,592.46,0.000085,7.705190,17040.287
MISC_3,512,10240,2560,1,1148.43,0.023374,66.141840,31802.628
MISC_3,512,2560,10240,1,1222.00,0.021967,68.573270,34632.604
