model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,264.55,0.025368,18.576550,6489.763
MISC_3,512,512,96,1,230.31,0.000219,3.182060,5999.600
MISC_3,512,96,512,1,216.57,0.000232,3.262610,6522.258
MISC_3,512,10240,2560,1,245.92,0.109156,72.903640,8200.603
MISC_3,512,2560,10240,1,261.58,0.102621,62.293980,7433.866
