model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,615.60,0.010901,16.724710,13923.492
MISC_3,512,512,96,1,504.43,0.000100,6.117250,11505.894
MISC_3,512,96,512,1,329.01,0.000153,6.505010,11404.529
MISC_3,512,10240,2560,1,590.47,0.045461,63.574030,16512.735
MISC_3,512,2560,10240,1,625.68,0.042903,59.029450,16172.452
