model,I,J,K,BATCH_SIZE,throughput_gops,latency_sec,Energy_J,Avg_Power_mW
MISC_3,512,2560,2560,1,314.37,0.021347,22.320500,10763.340
MISC_3,512,512,96,1,260.94,0.000193,4.288020,8862.015
MISC_3,512,96,512,1,172.73,0.000291,5.998400,9370.439
MISC_3,512,10240,2560,1,301.63,0.088995,85.112600,11501.703
MISC_3,512,2560,10240,1,319.44,0.084034,79.482670,11370.925
